Shoreline Segment ID,Observation Date,Significant Wave Height (m),Peak Wave Period (s),Mean Spring Tidal Range (m),Monthly Peak Storm Surge (m),Beach Width (m),Beach Face Slope (-),Median Grain Size D50 (mm),Dune Crest Elevation (m),Nearshore Bathymetric Slope (-),Monthly Sediment Budget Balance (m3/m/month),Vegetation Cover (%),Previous Month Shoreline Position Change (m),Relative Sea-Level Rise (mm/yr),Monthly Coastal Erosion Condition Class
MOC-30,2023-06-01,0.741,8.267,2.844,NaN,72.014,0.0397,0.387,5.534,0.0107,NaN,35.9,NaN,2.77,Recovery / Accreting
MOC-30,2023-07-01,0.669,8.038,2.844,0.428,71.174,0.0376,0.387,5.625,0.0107,1.007,36.5,0.649,2.77,Recovery / Accreting
MOC-30,2023-08-01,0.829,8.283,2.844,0.449,73.15,0.0395,0.387,5.689,0.0107,1.016,37.0,0.604,NaN,Recovery / Accreting
MOC-30,2023-09-01,0.915,8.542,2.844,0.511,74.507,0.038,0.387,5.684,0.0107,1.08,37.5,0.592,NaN,Recovery / Accreting
MOC-30,2023-10-01,1.048,9.029,2.844,0.583,75.302,0.0381,0.387,5.728,0.0107,0.992,39.9,0.387,2.77,Recovery / Accreting
MOC-30,2023-11-01,1.215,8.87,2.844,0.666,NaN,0.04,0.387,5.74,0.0107,-0.081,42.4,0.437,2.77,Stable Seasonal State
MOC-30,2023-12-01,1.308,8.661,2.844,0.672,78.121,0.0394,0.387,5.715,0.0107,0.229,42.2,0.027,2.77,Stable Seasonal State
MOC-30,2024-01-01,1.01,8.943,2.844,0.659,77.28,NaN,0.387,5.691,0.0107,0.434,42.4,0.098,2.77,Stable Seasonal State
MOC-30,2024-02-01,1.319,8.544,2.844,0.627,78.305,0.0417,0.387,5.694,0.0107,0.602,43.1,0.449,2.77,Recovery / Accreting
MOC-30,2024-03-01,1.285,9.065,2.844,NaN,78.491,NaN,0.387,5.73,0.0107,0.239,45.3,0.35,2.77,Mild Erosion Pressure
MOC-30,2024-04-01,0.857,8.544,2.844,NaN,77.903,0.0399,NaN,5.705,0.0107,0.148,46.2,-0.289,2.77,Stable Seasonal State
MOC-30,2024-05-01,0.831,8.627,2.844,0.431,77.342,0.0364,0.387,5.7,NaN,NaN,46.9,0.187,2.77,Recovery / Accreting
MOC-30,2024-06-01,0.735,7.842,2.844,0.464,78.417,NaN,0.387,5.77,0.0107,0.791,47.1,0.643,2.77,Recovery / Accreting
MOC-30,2024-07-01,0.556,NaN,2.844,0.542,80.645,0.0376,0.387,5.779,0.0107,1.053,47.3,0.987,2.77,Recovery / Accreting
MOC-30,2024-08-01,0.893,7.908,2.844,0.488,83.183,0.038,0.387,5.763,0.0107,0.6,49.2,0.708,2.77,Stable Seasonal State
MOC-30,2024-09-01,0.763,NaN,2.844,0.476,83.885,NaN,0.387,5.759,0.0107,0.792,NaN,0.242,2.77,Stable Seasonal State
MOC-30,2024-10-01,0.705,8.391,2.844,0.618,86.244,0.0373,0.387,NaN,0.0107,0.118,53.2,0.267,2.77,Stable Seasonal State
MOC-30,2024-11-01,0.778,9.495,2.844,0.54,87.436,0.039,0.387,5.821,0.0107,1.075,52.7,0.149,2.77,Recovery / Accreting
MOC-30,2024-12-01,0.775,8.472,2.844,0.478,88.906,0.0397,0.387,5.836,0.0107,1.109,52.3,NaN,2.77,Stable Seasonal State
MOC-33,2022-01-01,1.213,9.098,3.384,0.309,31.387,0.0206,0.192,6.031,0.0131,NaN,32.0,0.271,1.99,Mild Erosion Pressure
MOC-33,2022-02-01,1.255,8.905,NaN,0.35,30.989,0.0288,0.192,6.027,0.0131,-0.202,33.3,-0.183,1.99,Mild Erosion Pressure
MOC-33,2022-03-01,1.155,8.469,3.384,0.397,29.633,NaN,0.192,6.024,0.0131,-0.405,32.4,-0.591,1.99,Mild Erosion Pressure
MOC-33,2022-04-01,1.049,8.625,3.384,0.22,28.002,0.0256,0.192,6.007,0.0131,1.055,33.8,-0.236,1.99,Stable Seasonal State
MOC-33,2022-05-01,NaN,8.756,3.384,0.268,NaN,0.0262,0.192,6.051,0.0131,0.179,35.3,-0.12,1.99,Mild Erosion Pressure
MOC-33,2022-06-01,0.63,7.569,3.384,0.111,28.443,0.0244,0.192,6.104,0.0131,1.068,35.5,-0.151,1.99,Stable Seasonal State
MOC-33,2022-07-01,0.909,8.28,3.384,0.203,28.424,0.0265,0.192,6.172,0.0131,0.289,35.3,-0.015,1.99,Stable Seasonal State
MOC-33,2022-08-01,0.745,7.75,3.384,0.229,28.886,0.0286,0.192,6.158,NaN,1.659,37.6,NaN,1.99,Stable Seasonal State
MOC-33,2022-09-01,0.861,7.712,3.384,0.267,29.217,0.0243,0.192,6.214,0.0131,0.391,38.4,0.185,1.99,Stable Seasonal State
MOC-33,2022-10-01,NaN,7.818,NaN,NaN,29.602,0.0209,NaN,NaN,0.0131,0.174,40.3,0.247,1.99,Stable Seasonal State
MOC-33,2022-11-01,1.069,7.761,3.384,0.161,31.221,0.0278,0.192,6.218,0.0131,0.929,42.0,0.046,1.99,Stable Seasonal State
MOC-33,2022-12-01,1.138,8.716,3.384,0.352,31.995,0.0242,0.192,6.31,0.0131,NaN,43.9,0.125,1.99,Mild Erosion Pressure
MOC-33,2023-01-01,1.436,8.592,3.384,NaN,31.48,0.0255,0.192,6.329,0.0131,-0.595,44.1,-0.366,1.99,Mild Erosion Pressure
MOC-33,2023-02-01,1.198,8.408,3.384,0.414,29.487,0.0229,0.192,6.328,0.0131,-0.23,44.0,-0.323,1.99,Mild Erosion Pressure
MOC-33,2023-03-01,1.1,8.573,3.384,0.425,28.389,0.0262,0.192,6.338,0.0131,-0.131,45.3,NaN,1.99,Mild Erosion Pressure
MOC-33,2023-04-01,1.2,9.064,3.384,0.281,28.441,0.0251,0.192,6.359,0.0131,-0.316,44.3,NaN,1.99,Stable Seasonal State
MOC-33,2023-05-01,0.753,8.796,3.384,NaN,NaN,0.0248,0.192,6.36,0.0131,-0.382,44.4,0.101,1.99,Mild Erosion Pressure
MOC-33,2023-06-01,0.888,8.745,NaN,0.278,30.391,NaN,0.192,6.341,0.0131,0.764,45.2,-0.213,1.99,Stable Seasonal State
MOC-33,2023-07-01,0.964,6.547,3.384,0.223,31.036,0.0254,0.192,6.361,0.0131,0.866,47.4,0.091,1.99,Recovery / Accreting
MOC-33,2023-08-01,0.837,8.011,3.384,0.259,32.504,0.0268,0.192,6.379,0.0131,0.915,50.1,0.389,1.99,Recovery / Accreting
MOC-33,2023-09-01,0.516,8.13,3.384,0.279,35.137,0.0229,0.192,6.439,0.0131,0.93,50.3,0.487,1.99,Stable Seasonal State
MOC-33,2023-10-01,0.913,8.229,3.384,0.106,35.261,0.0223,0.192,6.458,0.0131,0.61,50.8,0.231,1.99,Stable Seasonal State
MOC-33,2023-11-01,1.404,7.73,3.384,0.257,36.324,0.0198,0.192,6.524,0.0131,0.155,52.4,0.255,1.99,Stable Seasonal State
MOC-33,2023-12-01,1.228,8.428,3.384,0.324,35.989,0.024,NaN,NaN,0.0131,-0.096,51.8,-0.108,1.99,Stable Seasonal State
MOC-33,2024-01-01,1.386,9.457,3.384,0.43,35.198,0.023,0.192,6.517,0.0131,-1.11,52.3,NaN,1.99,Mild Erosion Pressure
MOC-33,2024-02-01,1.222,9.493,3.384,0.463,35.669,0.0242,0.192,6.488,0.0131,-0.133,52.2,-0.069,1.99,Stable Seasonal State
MOC-33,2024-03-01,0.955,8.331,3.384,0.351,35.584,0.0222,0.192,6.472,0.0131,0.488,54.0,0.105,NaN,Stable Seasonal State
MOC-33,2024-04-01,1.121,8.751,NaN,0.304,36.31,0.0244,0.192,6.452,0.0131,NaN,54.6,-0.011,1.99,Mild Erosion Pressure
MOC-33,2024-05-01,1.063,7.969,3.384,0.123,36.496,0.0258,0.192,6.47,0.0131,0.344,NaN,0.008,1.99,Stable Seasonal State
MOC-33,2024-06-01,0.872,8.601,3.384,0.239,36.682,0.0247,0.192,6.46,0.0131,1.339,55.1,-0.045,1.99,Recovery / Accreting
MOC-33,2024-07-01,0.93,6.758,NaN,0.263,37.709,0.0258,0.192,6.457,0.0131,0.917,55.9,0.5,1.99,Recovery / Accreting
MOC-33,2024-08-01,0.846,7.622,3.384,0.278,38.325,0.0247,0.192,6.522,0.0131,1.748,55.2,0.527,1.99,Recovery / Accreting
MOC-33,2024-09-01,NaN,8.027,3.384,0.29,38.812,NaN,0.192,6.58,0.0131,1.062,56.2,0.59,1.99,Recovery / Accreting
MOC-33,2024-10-01,0.93,7.88,3.384,0.229,39.853,0.0267,0.192,6.583,0.0131,1.378,NaN,0.722,1.99,Recovery / Accreting
MOC-33,2024-11-01,1.184,8.701,3.384,0.275,41.035,0.0258,0.192,6.606,0.0131,0.212,59.2,0.287,NaN,Stable Seasonal State
MOC-33,2024-12-01,1.334,8.279,3.384,0.222,42.623,0.0215,0.192,6.656,0.0131,0.164,59.1,0.252,1.99,Stable Seasonal State
MOC-34,2022-01-01,NaN,7.265,3.682,0.323,45.151,0.0413,0.399,6.45,0.0219,0.341,31.1,0.339,3.74,Stable Seasonal State
MOC-34,2022-02-01,1.628,7.429,3.682,0.432,45.758,0.0401,NaN,6.476,0.0219,-0.756,33.3,-0.097,3.74,Mild Erosion Pressure
MOC-34,2022-03-01,1.537,6.965,3.682,0.348,45.42,0.0377,0.399,6.488,0.0219,0.985,30.9,0.062,3.74,Stable Seasonal State
MOC-34,2022-04-01,1.394,7.322,NaN,NaN,47.708,0.0403,0.399,6.48,0.0219,0.565,30.6,NaN,3.74,Stable Seasonal State
MOC-34,2022-05-01,1.23,7.276,3.682,NaN,48.238,0.0414,0.399,6.493,0.0219,1.169,30.7,0.07,3.74,Stable Seasonal State
MOC-34,2022-06-01,0.846,6.42,3.682,0.259,49.122,0.0415,0.399,6.516,0.0219,1.838,32.3,NaN,3.74,Recovery / Accreting
MOC-34,2022-07-01,0.913,6.567,NaN,0.353,50.491,0.0396,0.399,6.582,0.0219,1.92,33.7,0.453,3.74,Recovery / Accreting
MOC-34,2022-08-01,1.002,5.639,3.682,0.245,52.263,0.0379,0.399,6.629,NaN,1.333,32.9,0.301,3.74,Stable Seasonal State
MOC-34,2022-09-01,1.028,NaN,3.682,0.096,51.995,0.0394,0.399,NaN,0.0219,1.242,32.8,0.276,3.74,Recovery / Accreting
MOC-34,2022-10-01,1.28,6.815,3.682,0.284,NaN,0.0406,0.399,6.721,0.0219,0.56,33.9,0.327,3.74,Stable Seasonal State
MOC-34,2022-11-01,1.096,6.161,3.682,0.394,51.727,NaN,0.399,6.739,0.0219,0.688,35.4,0.079,3.74,Stable Seasonal State
MOC-34,2022-12-01,0.927,6.34,3.682,0.231,51.26,0.0429,0.399,6.749,0.0219,0.768,34.3,0.031,3.74,Recovery / Accreting
MOC-34,2023-01-01,NaN,7.459,3.682,0.334,51.868,0.0365,0.399,6.776,0.0219,0.394,33.8,0.361,3.74,Stable Seasonal State
MOC-34,2023-02-01,1.056,7.038,3.682,0.32,50.692,0.0392,0.399,6.827,0.0219,0.069,33.1,0.05,3.74,Mild Erosion Pressure
MOC-34,2023-03-01,1.215,7.163,3.682,0.288,50.65,0.0404,0.399,6.819,0.0219,0.657,32.5,-0.24,3.74,Stable Seasonal State
MOC-34,2023-04-01,1.089,6.498,3.682,0.201,50.329,0.042,0.399,6.851,0.0219,0.226,30.9,-0.053,3.74,Stable Seasonal State
MOC-34,2023-05-01,NaN,NaN,3.682,0.173,50.271,0.041,0.399,6.84,0.0219,1.294,30.7,0.168,3.74,Stable Seasonal State
MOC-34,2023-06-01,0.92,6.12,3.682,0.095,51.589,NaN,0.399,6.891,NaN,0.074,28.1,0.155,3.74,Stable Seasonal State
MOC-34,2023-07-01,1.151,6.116,NaN,0.277,49.207,0.0408,NaN,NaN,0.0219,1.504,26.7,0.107,3.74,Recovery / Accreting
MOC-34,2023-08-01,1.052,6.135,3.682,0.154,NaN,0.0434,0.399,6.921,0.0219,2.081,27.5,0.344,3.74,Recovery / Accreting
MOC-34,2023-09-01,0.997,6.735,3.682,0.144,52.667,0.0418,0.399,6.964,0.0219,0.669,28.4,0.544,3.74,Recovery / Accreting
MOC-34,2023-10-01,1.029,6.534,3.682,0.29,52.865,0.0401,0.399,7.032,0.0219,NaN,29.9,0.315,3.74,Stable Seasonal State
MOC-34,2023-11-01,1.602,7.387,3.682,0.465,54.297,NaN,0.399,7.069,0.0219,-0.07,30.4,0.225,3.74,Stable Seasonal State
MOC-34,2023-12-01,1.25,7.325,3.682,0.367,54.034,0.0377,0.399,7.064,0.0219,0.331,30.7,-0.036,3.74,Stable Seasonal State
MOC-34,2024-01-01,1.563,6.365,3.682,0.36,55.468,0.0454,0.399,7.025,0.0219,1.151,31.7,0.025,3.74,Stable Seasonal State
MOC-34,2024-02-01,NaN,7.19,3.682,0.306,56.002,0.0387,0.399,7.035,0.0219,0.776,32.6,0.262,3.74,Stable Seasonal State
MOC-34,2024-03-01,1.32,6.489,3.682,0.312,57.519,0.0413,0.399,7.052,0.0219,-0.1,32.2,0.011,3.74,Stable Seasonal State
MOC-34,2024-04-01,1.338,6.483,3.682,0.199,57.418,0.0437,0.399,7.018,0.0219,0.637,32.5,0.349,NaN,Recovery / Accreting
MOC-34,2024-05-01,0.856,6.645,3.682,0.261,58.373,NaN,0.399,7.07,0.0219,1.053,31.8,0.321,3.74,Stable Seasonal State
MOC-34,2024-06-01,0.775,6.005,3.682,0.229,61.23,0.0436,0.399,7.118,0.0219,1.141,32.5,0.121,NaN,Recovery / Accreting
MOC-34,2024-07-01,0.915,6.307,3.682,0.228,61.827,0.0376,0.399,7.213,0.0219,2.125,33.1,0.281,3.74,Recovery / Accreting
MOC-34,2024-08-01,0.811,6.931,3.682,0.086,NaN,0.0416,0.399,7.227,NaN,0.637,33.9,0.631,3.74,Recovery / Accreting
MOC-34,2024-09-01,0.816,6.505,3.682,0.18,64.546,0.0395,0.399,7.295,0.0219,1.805,34.8,NaN,3.74,Recovery / Accreting
MOC-34,2024-10-01,1.177,6.394,NaN,0.282,64.709,0.0415,0.399,7.43,0.0219,0.25,34.9,0.501,3.74,Stable Seasonal State
MOC-34,2024-11-01,NaN,6.042,3.682,0.3,64.761,0.0387,0.399,7.479,0.0219,1.01,35.8,0.036,3.74,Stable Seasonal State
MOC-34,2024-12-01,1.148,7.435,3.682,0.331,66.232,0.0376,0.399,7.495,0.0219,0.842,35.6,0.264,3.74,Stable Seasonal State
MOC-39,2022-01-01,2.405,8.558,4.749,1.175,50.443,0.0396,0.379,5.741,0.021,-0.719,58.5,0.338,4.06,Mild Erosion Pressure
MOC-39,2022-02-01,1.424,8.642,4.749,0.742,48.376,0.0392,0.379,5.783,0.021,0.179,57.8,-0.549,4.06,Stable Seasonal State
MOC-39,2022-03-01,1.5,8.537,4.749,0.635,46.952,0.0403,0.379,5.775,NaN,0.383,58.6,-0.143,NaN,Stable Seasonal State
MOC-39,2022-04-01,1.381,8.784,4.749,0.655,46.697,0.0419,0.379,5.742,0.021,0.445,59.9,0.036,4.06,Stable Seasonal State
MOC-39,2022-05-01,1.134,NaN,4.749,0.562,47.321,0.0392,0.379,5.816,0.021,0.162,59.6,0.109,4.06,Stable Seasonal State
MOC-39,2022-06-01,NaN,7.775,4.749,0.476,48.198,0.0381,0.379,5.821,0.021,1.472,59.2,0.147,4.06,Recovery / Accreting
MOC-39,2022-07-01,1.073,7.105,4.749,0.545,49.492,0.0369,0.379,5.873,0.021,1.688,57.4,0.608,4.06,Recovery / Accreting
MOC-39,2022-08-01,1.452,8.017,4.749,0.63,50.87,0.0427,0.379,5.939,0.021,NaN,58.0,0.452,4.06,Stable Seasonal State
MOC-39,2022-09-01,1.412,7.293,4.749,0.519,50.483,0.0417,NaN,5.972,0.021,1.614,58.9,0.156,4.06,Recovery / Accreting
MOC-39,2022-10-01,1.288,7.705,4.749,0.497,51.326,0.0359,0.379,6.05,0.021,1.63,57.3,NaN,4.06,Stable Seasonal State
MOC-39,2022-11-01,1.403,8.51,4.749,0.543,52.14,0.0409,0.379,6.131,0.021,1.811,NaN,0.135,4.06,Recovery / Accreting
MOC-39,2022-12-01,1.853,8.73,4.749,0.75,53.533,0.0367,0.379,6.207,0.021,0.355,58.8,0.316,4.06,Stable Seasonal State
MOC-39,2023-01-01,1.816,7.995,4.749,NaN,53.024,0.0399,0.379,6.244,0.021,-0.11,58.4,-0.108,4.06,Mild Erosion Pressure
MOC-39,2023-02-01,1.71,8.277,4.749,0.659,51.744,0.0426,0.379,6.253,0.021,0.551,59.6,-0.467,NaN,Stable Seasonal State
MOC-39,2023-03-01,1.403,7.912,4.749,0.675,50.7,0.0418,0.379,6.281,0.021,1.655,59.2,0.164,4.06,Mild Erosion Pressure
MOC-39,2023-04-01,NaN,8.007,4.749,0.597,49.867,0.0383,0.379,6.369,0.021,0.831,59.7,-0.165,4.06,Mild Erosion Pressure
MOC-39,2023-05-01,1.806,8.461,4.749,0.822,49.427,0.0419,0.379,6.401,0.021,-0.032,59.6,-0.244,4.06,Stable Seasonal State
MOC-39,2023-06-01,1.84,8.135,4.749,0.831,49.19,0.0453,NaN,6.393,0.021,0.236,61.6,-0.084,4.06,Stable Seasonal State
MOC-39,2023-07-01,1.312,8.012,4.749,0.666,48.801,0.0414,NaN,6.412,0.021,1.079,62.3,-0.032,4.06,Recovery / Accreting
MOC-39,2023-08-01,NaN,NaN,4.749,0.623,51.255,0.0371,0.379,6.444,0.021,1.519,60.8,0.502,4.06,Recovery / Accreting
MOC-39,2023-09-01,1.097,7.387,4.749,0.422,NaN,0.0408,0.379,6.53,0.021,1.325,61.7,0.684,4.06,Recovery / Accreting
MOC-39,2023-10-01,1.513,7.964,4.749,0.708,54.259,NaN,0.379,6.56,0.021,0.82,61.6,0.296,4.06,Recovery / Accreting
MOC-39,2023-11-01,1.825,7.867,NaN,0.547,55.163,0.039,0.379,6.596,0.021,0.067,63.3,0.281,4.06,Stable Seasonal State
MOC-39,2023-12-01,1.811,8.72,4.749,0.674,54.793,0.0393,0.379,6.609,NaN,0.94,63.5,0.038,4.06,Stable Seasonal State
MOC-39,2024-01-01,1.56,8.708,4.749,0.613,54.346,0.0366,0.379,6.671,0.021,1.633,65.0,-0.085,NaN,Stable Seasonal State
MOC-39,2024-02-01,1.456,7.708,4.749,0.621,NaN,0.0399,0.379,6.751,0.021,0.72,62.0,0.118,4.06,Stable Seasonal State
MOC-39,2024-03-01,1.441,7.794,4.749,0.647,54.288,0.039,0.379,6.752,0.021,0.938,63.0,-0.001,4.06,Stable Seasonal State
MOC-39,2024-04-01,1.475,7.931,4.749,0.472,54.072,0.0418,0.379,6.766,0.021,NaN,61.9,-0.003,4.06,Mild Erosion Pressure
MOC-39,2024-05-01,1.198,7.34,4.749,0.522,52.901,0.0388,0.379,6.82,0.021,1.724,62.4,-0.328,NaN,Recovery / Accreting
MOC-39,2024-06-01,1.21,7.519,4.749,0.537,53.877,0.0404,0.379,6.871,0.021,1.133,65.0,0.327,4.06,Stable Seasonal State
MOC-39,2024-07-01,1.177,8.475,4.749,0.438,54.578,0.0402,NaN,6.933,0.021,1.445,67.7,0.179,4.06,Recovery / Accreting
MOC-39,2024-08-01,1.281,7.101,4.749,0.431,55.561,0.0368,0.379,7.01,0.021,1.865,68.3,0.674,NaN,Recovery / Accreting
MOC-39,2024-09-01,1.093,7.058,4.749,0.516,56.14,0.0389,0.379,7.058,0.021,2.359,70.6,0.534,4.06,Recovery / Accreting
MOC-39,2024-10-01,1.278,7.774,NaN,0.535,58.611,0.0406,0.379,7.149,0.021,1.728,70.7,0.597,4.06,Stable Seasonal State
MOC-39,2024-11-01,1.496,8.072,NaN,0.639,59.706,0.0378,0.379,7.231,0.021,1.101,70.7,0.224,4.06,Stable Seasonal State
MOC-39,2024-12-01,2.033,9.161,4.749,0.966,60.573,0.0405,NaN,7.284,NaN,-0.582,68.8,0.119,4.06,Mild Erosion Pressure
MOC-40,2022-01-01,1.455,8.914,NaN,0.466,62.486,0.0308,0.256,5.7,0.0102,1.174,19.7,-0.029,4.04,Stable Seasonal State
MOC-40,2022-02-01,1.837,9.173,4.757,0.516,61.997,0.0308,0.256,5.715,0.0102,0.035,22.4,NaN,4.04,Mild Erosion Pressure
MOC-40,2022-03-01,NaN,9.091,4.757,0.444,61.046,0.0301,0.256,5.717,0.0102,0.062,21.3,-0.378,4.04,Mild Erosion Pressure
MOC-40,2022-04-01,NaN,9.336,4.757,0.345,NaN,0.0313,0.256,5.784,0.0102,0.089,21.2,-0.296,4.04,Mild Erosion Pressure
MOC-40,2022-05-01,1.202,8.82,NaN,0.359,59.342,NaN,0.256,5.786,0.0102,0.394,20.4,-0.262,4.04,Stable Seasonal State
MOC-40,2022-06-01,NaN,8.441,4.757,NaN,58.048,0.0286,0.256,5.791,0.0102,1.501,20.0,-0.024,4.04,Stable Seasonal State
MOC-40,2022-07-01,1.042,8.684,4.757,0.356,57.541,NaN,0.256,NaN,0.0102,0.463,20.4,-0.062,4.04,Stable Seasonal State
MOC-40,2022-08-01,2.038,9.899,4.757,0.986,58.577,0.0289,0.256,5.88,0.0102,-2.268,22.5,0.111,4.04,Mild Erosion Pressure
MOC-40,2022-09-01,1.402,8.971,4.757,0.671,58.191,0.0343,0.256,5.913,0.0102,-0.34,22.3,-0.461,NaN,Stable Seasonal State
MOC-40,2022-10-01,1.496,8.248,4.757,0.535,57.955,0.0291,NaN,5.955,0.0102,0.506,24.4,NaN,4.04,Stable Seasonal State
MOC-40,2022-11-01,1.372,8.598,4.757,0.543,57.347,0.0336,0.256,5.979,0.0102,0.81,25.0,-0.087,4.04,Stable Seasonal State
MOC-40,2022-12-01,1.655,8.795,4.757,0.485,57.648,0.0304,0.256,NaN,0.0102,0.714,24.5,0.046,4.04,Mild Erosion Pressure
MOC-40,2023-01-01,1.789,9.087,NaN,0.412,56.504,0.0322,0.256,5.991,0.0102,0.414,22.7,NaN,4.04,Stable Seasonal State
MOC-40,2023-02-01,2.151,10.049,4.757,0.776,58.049,0.03,0.256,NaN,NaN,-1.252,22.7,0.012,4.04,Mild Erosion Pressure
MOC-40,2023-03-01,1.948,9.782,4.757,NaN,54.979,0.0316,0.256,6.021,0.0102,-0.726,22.9,-0.526,4.04,Mild Erosion Pressure
MOC-40,2023-04-01,1.64,9.563,4.757,0.592,54.918,0.0304,0.256,6.043,0.0102,-0.541,23.3,NaN,4.04,Mild Erosion Pressure
MOC-40,2023-05-01,1.387,8.396,4.757,0.412,53.483,0.0341,0.256,6.055,0.0102,0.356,23.2,-0.559,4.04,Stable Seasonal State
MOC-40,2023-06-01,1.159,8.27,4.757,0.3,53.255,0.0302,0.256,6.037,0.0102,NaN,23.9,-0.141,4.04,Recovery / Accreting
MOC-40,2023-07-01,0.754,7.62,4.757,0.284,54.564,0.0307,0.256,6.071,0.0102,1.106,NaN,0.352,4.04,Recovery / Accreting
MOC-40,2023-08-01,NaN,7.973,NaN,0.222,55.772,0.0299,0.256,6.145,0.0102,1.395,24.4,0.638,4.04,Stable Seasonal State
MOC-40,2023-09-01,NaN,8.163,4.757,0.258,56.633,0.0304,0.256,6.128,0.0102,NaN,23.9,0.102,NaN,Stable Seasonal State
MOC-40,2023-10-01,1.149,7.989,4.757,NaN,56.747,0.0334,0.256,6.15,0.0102,0.478,25.3,0.092,NaN,Stable Seasonal State
MOC-40,2023-11-01,1.401,8.686,4.757,0.435,58.526,0.0315,0.256,6.171,0.0102,0.597,27.0,0.143,4.04,Mild Erosion Pressure
MOC-40,2023-12-01,1.6,8.706,4.757,0.337,59.66,0.0322,0.256,6.205,0.0102,0.238,27.5,-0.245,4.04,Mild Erosion Pressure
MOC-40,2024-01-01,1.912,9.325,4.757,0.502,58.949,0.0324,0.256,6.185,0.0102,NaN,27.2,-0.323,4.04,Mild Erosion Pressure
MOC-40,2024-02-01,1.712,8.762,NaN,0.42,59.386,0.0338,0.256,6.132,NaN,0.543,29.7,-0.228,4.04,Mild Erosion Pressure
MOC-40,2024-03-01,1.773,9.882,NaN,0.549,57.716,0.0301,0.256,6.15,0.0102,-0.343,27.1,-0.441,4.04,Mild Erosion Pressure
MOC-40,2024-04-01,1.566,9.581,4.757,0.448,57.721,0.0284,0.256,6.158,0.0102,0.465,27.8,-0.319,4.04,Stable Seasonal State
MOC-40,2024-05-01,1.094,NaN,4.757,0.252,58.007,0.0317,0.256,6.185,0.0102,0.487,27.0,0.027,4.04,Stable Seasonal State
MOC-40,2024-06-01,1.748,9.739,4.757,0.728,57.759,0.0333,0.256,6.106,0.0102,0.233,NaN,0.202,4.04,Stable Seasonal State
MOC-40,2024-07-01,1.011,8.732,4.757,0.331,56.963,0.026,0.256,NaN,0.0102,0.775,28.2,0.096,4.04,Recovery / Accreting
MOC-40,2024-08-01,NaN,8.042,NaN,0.422,56.863,0.0283,0.256,6.23,0.0102,1.419,30.5,0.316,4.04,Recovery / Accreting
MOC-40,2024-09-01,1.076,7.708,4.757,NaN,57.164,0.0336,0.256,6.292,0.0102,0.766,32.0,0.343,4.04,Recovery / Accreting
MOC-40,2024-10-01,1.155,9.05,4.757,0.346,59.191,0.0297,NaN,6.317,0.0102,0.24,32.9,0.437,NaN,Mild Erosion Pressure
MOC-40,2024-11-01,1.333,8.413,4.757,0.317,59.056,0.029,0.256,6.321,0.0102,0.556,31.6,-0.322,4.04,Stable Seasonal State
MOC-40,2024-12-01,1.659,8.54,4.757,0.51,59.357,0.033,0.256,6.364,0.0102,0.08,30.2,-0.002,4.04,Mild Erosion Pressure
RCB-01,2022-01-01,1.518,9.643,0.896,0.385,36.491,0.0653,1.127,6.851,0.0258,-0.393,24.8,-0.071,2.41,Mild Erosion Pressure
RCB-01,2022-02-01,1.39,9.235,0.896,0.486,34.594,0.0644,1.127,6.865,0.0258,-0.51,23.7,-0.43,2.41,Mild Erosion Pressure
RCB-01,2022-03-01,1.401,8.587,0.896,0.45,33.606,0.0603,1.127,6.879,0.0258,0.902,23.1,-0.251,2.41,Mild Erosion Pressure
RCB-01,2022-04-01,1.225,8.884,0.896,0.327,33.429,0.0619,1.127,6.897,0.0258,0.759,22.9,-0.153,2.41,Stable Seasonal State
RCB-01,2022-05-01,1.026,9.081,0.896,0.344,33.564,0.0641,1.127,6.939,0.0258,-0.345,20.8,-0.011,2.41,Stable Seasonal State
RCB-01,2022-06-01,0.8,8.21,0.896,0.2,32.955,0.0627,1.127,6.944,0.0258,0.528,22.6,0.093,2.41,Stable Seasonal State
RCB-01,2022-07-01,1.046,7.855,0.896,0.295,33.447,0.0619,1.127,NaN,0.0258,0.961,20.2,-0.049,2.41,Recovery / Accreting
RCB-01,2022-08-01,1.198,NaN,0.896,0.232,35.244,0.0634,1.127,6.968,0.0258,1.16,22.2,0.719,2.41,Recovery / Accreting
RCB-01,2022-09-01,1.002,7.511,0.896,0.198,36.186,0.0623,1.127,7.012,0.0258,0.452,NaN,0.548,2.41,Stable Seasonal State
RCB-01,2022-10-01,1.047,8.744,0.896,0.287,36.211,0.0638,1.127,7.024,NaN,0.193,24.8,0.432,2.41,Stable Seasonal State
RCB-01,2022-11-01,1.345,8.698,0.896,0.301,36.541,0.0622,1.127,7.024,0.0258,NaN,23.5,0.17,2.41,Mild Erosion Pressure
RCB-01,2022-12-01,1.17,8.661,0.896,0.336,35.245,0.0666,1.127,7.083,0.0258,NaN,23.7,-0.461,2.41,Stable Seasonal State
RCB-01,2023-01-01,1.55,8.857,NaN,0.411,35.293,0.0609,1.127,7.116,0.0258,0.359,24.7,-0.122,2.41,Stable Seasonal State
RCB-01,2023-02-01,1.236,9.895,0.896,0.43,35.389,0.0679,1.127,7.1,0.0258,-0.323,24.7,0.167,2.41,Stable Seasonal State
