Observation Date,Daily Rainfall (mm),Antecedent 3-Day Rainfall (mm),Antecedent 7-Day Rainfall (mm),Groundwater Depth Below Ground Surface (m),Piezometric Head Above Slip Surface (m),Volumetric Water Content (%),Matric Suction (kPa),Pore Pressure Ratio ru (-),Surface Displacement Rate (mm/day),7-Day Cumulative Surface Displacement (mm),Inclinometer Shear Zone Movement Rate (mm/day),Extensometer Extension Rate (mm/day),Slope Stability Alert Level
2024-07-11,0.0,0.0,1.92,7.42,0.0,19.11,49.26,NaN,0.01,0.25,0.0,0.0,Normal
2024-07-12,0.0,0.0,0.0,8.71,0.0,15.6,55.43,0.039,NaN,0.215,0.032,0.008,Normal
2024-07-13,0.0,0.0,0.0,8.92,0.0,20.99,49.52,0.044,NaN,0.215,0.089,0.05,Normal
2024-07-14,0.0,0.0,0.0,NaN,0.0,17.85,63.68,0.081,0.025,0.183,0.0,0.0,Normal
2024-07-15,0.0,0.0,0.0,8.08,0.0,18.75,53.26,0.096,NaN,0.162,0.0,0.021,Normal
2024-07-16,0.0,NaN,0.0,7.73,0.0,18.15,61.11,0.02,0.029,0.12,0.032,0.0,Normal
2024-07-17,0.0,NaN,0.0,8.0,0.0,20.47,49.45,0.068,0.032,0.13,0.143,0.019,Normal
2024-07-18,0.0,0.0,0.0,7.7,0.0,14.09,58.09,0.067,0.01,0.13,0.0,0.0,Normal
2024-07-19,41.96,41.96,41.96,7.61,0.0,21.52,42.33,0.153,0.01,NaN,0.109,0.088,Elevated
2024-07-20,15.37,57.33,57.33,7.05,0.0,22.35,39.87,0.161,0.018,0.138,0.061,0.115,Elevated
2024-07-21,36.2,93.54,93.54,4.53,NaN,24.12,34.22,0.206,NaN,0.123,0.021,0.341,Watch
2024-07-22,0.0,51.58,93.54,5.25,0.3,27.02,31.99,0.174,0.032,0.142,0.0,NaN,Watch
2024-07-23,0.0,36.2,93.54,4.54,0.95,22.45,35.1,NaN,0.026,0.138,0.0,NaN,Watch
2024-07-24,0.0,0.0,93.54,4.46,0.93,24.63,39.4,0.156,0.017,0.123,0.0,0.033,Watch
2024-07-25,0.0,0.0,93.54,4.36,0.94,23.51,41.27,0.198,0.02,NaN,0.06,0.0,Watch
2024-07-26,0.0,0.0,51.58,6.21,0.0,23.01,47.33,0.082,0.039,0.163,0.006,0.033,Elevated
2024-07-27,0.0,0.0,36.2,6.07,0.0,18.87,52.14,0.102,0.036,0.181,0.05,0.104,Elevated
2024-07-28,0.0,0.0,0.0,8.88,0.0,17.35,55.28,0.052,0.058,NaN,0.041,0.006,Normal
2024-07-29,0.0,0.0,0.0,8.67,0.0,20.27,50.46,NaN,0.024,0.221,0.0,0.051,Normal
2024-07-30,30.84,30.84,30.84,7.79,0.0,NaN,42.51,0.02,0.061,0.257,0.053,0.159,Elevated
2024-07-31,0.0,30.84,30.84,7.39,0.0,17.73,51.19,NaN,0.011,0.251,0.034,0.027,Elevated
2024-08-01,0.0,30.84,NaN,7.28,0.0,18.93,NaN,0.088,0.075,0.305,0.0,NaN,Elevated
2024-08-02,33.1,33.1,63.94,5.23,0.22,22.7,37.81,0.1,0.064,0.33,0.04,0.124,Watch
2024-08-03,0.0,33.1,63.94,5.98,0.0,22.89,45.63,0.059,0.053,0.347,0.126,0.197,Watch
2024-08-04,0.0,33.1,63.94,6.47,0.0,20.26,51.46,0.092,0.019,0.307,0.061,0.092,Watch
2024-08-05,0.0,0.0,63.94,5.22,0.08,16.26,51.4,0.077,0.01,0.293,0.102,0.05,Watch
2024-08-06,0.0,0.0,33.1,7.42,0.0,20.43,51.58,0.083,0.017,0.249,NaN,0.0,Elevated
2024-08-07,0.0,NaN,33.1,7.53,0.0,17.63,50.89,0.066,0.017,0.255,0.0,0.149,Elevated
2024-08-08,NaN,0.0,33.1,6.87,0.0,16.34,49.29,NaN,0.023,0.203,0.0,0.036,Elevated
2024-08-09,25.36,25.36,25.36,7.16,0.0,15.67,54.29,0.049,0.054,0.192,0.0,0.155,Elevated
2024-08-10,10.22,35.57,35.57,NaN,0.0,22.01,46.19,0.135,0.058,0.198,0.161,0.056,Elevated
2024-08-11,16.11,NaN,51.69,5.6,0.0,21.91,43.67,0.135,0.056,0.235,0.0,0.204,Elevated
2024-08-12,39.29,65.62,90.98,4.82,0.55,23.95,35.91,0.237,0.034,0.259,0.0,0.291,Watch
2024-08-13,7.44,62.84,98.41,3.69,NaN,26.43,33.86,0.253,NaN,0.252,NaN,0.228,Watch
2024-08-14,1.65,48.38,100.07,5.06,0.18,24.83,33.18,0.208,0.01,0.245,0.005,0.033,Watch
2024-08-15,0.0,9.09,100.07,6.03,0.0,25.87,33.69,NaN,0.083,0.305,0.042,0.08,Watch
2024-08-16,0.0,NaN,74.71,4.89,0.63,19.97,39.66,0.108,0.038,NaN,0.01,0.081,Watch
2024-08-17,0.0,0.0,64.49,6.37,0.0,NaN,44.88,0.078,NaN,0.31,0.059,0.056,Watch
2024-08-18,27.63,27.63,76.01,4.88,0.22,20.04,39.78,0.126,0.08,0.334,0.044,0.054,Watch
2024-08-19,0.0,27.63,36.71,7.81,0.0,20.6,44.15,0.112,0.058,0.359,0.0,0.183,Elevated
2024-08-20,0.0,27.63,29.28,6.53,NaN,20.19,45.46,0.049,0.03,NaN,NaN,0.091,Elevated
2024-08-21,0.0,0.0,27.63,7.89,NaN,21.12,46.35,0.056,0.02,NaN,0.078,0.0,Elevated
2024-08-22,0.0,0.0,27.63,6.97,0.0,19.96,44.17,0.07,0.049,NaN,0.0,0.0,Elevated
2024-08-23,0.0,0.0,NaN,7.44,0.0,20.9,48.55,0.058,0.013,0.33,0.046,0.0,Elevated
2024-08-24,0.0,0.0,27.63,6.92,0.0,20.64,52.98,0.104,0.013,0.264,0.0,0.0,Elevated
2024-08-25,0.0,0.0,0.0,9.43,0.0,21.7,50.41,0.067,0.06,0.244,0.068,0.0,Normal
2024-08-26,7.82,7.82,7.82,7.94,0.0,NaN,55.7,0.054,0.08,0.266,0.049,0.078,Normal
2024-08-27,0.0,7.82,7.82,8.92,0.0,17.01,56.62,0.062,0.01,NaN,0.0,0.029,Normal
2024-08-28,0.0,7.82,7.82,8.3,0.0,18.9,53.09,0.064,0.027,0.252,0.0,0.0,Normal
2024-08-29,0.0,0.0,7.82,8.46,0.0,17.21,53.19,0.059,0.01,0.213,0.017,0.0,Normal
2024-08-30,0.0,0.0,7.82,8.65,0.0,20.86,49.25,0.02,0.01,NaN,0.022,0.0,Normal
2024-08-31,0.0,0.0,7.82,8.02,0.0,NaN,55.3,0.034,0.052,0.249,0.081,0.088,Normal
2024-09-01,0.0,0.0,7.82,8.7,0.0,17.57,52.55,0.02,0.012,0.202,0.0,0.0,Normal
2024-09-02,5.24,5.24,5.24,9.74,0.0,17.62,45.37,0.094,0.067,0.189,0.034,0.075,Normal
2024-09-03,0.0,5.24,5.24,8.13,0.0,19.52,51.21,0.047,0.023,0.201,0.01,0.037,Normal
2024-09-04,0.0,5.24,5.24,9.5,0.0,18.11,48.05,0.043,0.028,0.202,0.018,0.0,Normal
2024-09-05,0.0,0.0,5.24,9.73,0.0,17.33,49.91,NaN,0.036,0.229,0.0,0.083,Normal
2024-09-06,0.0,0.0,NaN,8.11,0.0,21.01,49.18,0.058,0.01,0.229,0.0,0.105,Normal
2024-09-07,0.0,0.0,5.24,7.67,0.0,16.97,53.94,0.02,0.02,0.196,0.034,0.078,Normal
2024-09-08,0.0,0.0,5.24,8.9,0.0,18.39,48.51,0.041,0.01,NaN,0.016,0.0,Normal
2024-09-09,0.0,0.0,0.0,8.53,0.0,19.19,53.41,0.028,NaN,0.162,0.068,0.0,Normal
2024-09-10,20.49,20.49,20.49,9.27,0.0,16.96,54.25,NaN,0.045,0.184,0.0,0.095,Elevated
2024-09-11,0.0,20.49,20.49,8.05,0.0,19.86,44.64,0.053,0.01,0.166,0.067,NaN,Elevated
2024-09-12,0.0,20.49,20.49,7.48,0.0,17.36,55.62,0.07,0.014,0.145,0.014,0.0,Elevated
2024-09-13,0.0,0.0,20.49,7.25,0.0,20.3,43.59,0.048,0.08,0.215,0.074,0.007,Elevated
2024-09-14,0.0,0.0,20.49,8.84,0.0,17.29,NaN,0.02,0.054,0.249,0.09,0.072,Elevated
2024-09-15,5.29,5.29,25.78,7.43,0.0,NaN,45.64,0.102,0.061,0.3,0.079,0.028,Elevated
2024-09-16,8.6,13.88,34.37,7.52,0.0,21.12,45.94,0.074,0.022,0.286,0.0,0.0,Elevated
2024-09-17,0.0,13.88,13.88,9.03,0.0,NaN,42.51,0.066,0.08,0.322,0.026,NaN,Normal
2024-09-18,0.0,8.6,13.88,8.03,0.0,18.98,49.92,0.073,0.087,0.399,0.066,0.064,Normal
2024-09-19,0.0,0.0,13.88,8.34,NaN,18.2,52.16,0.021,0.014,0.399,0.019,0.051,Normal
2024-09-20,0.0,0.0,13.88,8.36,0.0,17.64,52.21,0.064,0.01,0.328,0.061,0.0,Normal
2024-09-21,0.0,0.0,13.88,8.85,0.0,20.91,47.35,0.035,0.019,NaN,0.0,0.159,Normal
2024-09-22,NaN,0.0,8.6,NaN,0.0,17.25,51.1,0.02,0.01,0.242,0.016,0.066,Normal
2024-09-23,0.0,0.0,0.0,8.81,0.0,16.4,59.69,0.06,0.038,0.258,0.102,0.056,Normal
2024-09-24,6.57,6.57,6.57,8.73,0.0,19.4,49.36,0.104,0.01,0.188,0.045,0.0,Normal
2024-09-25,0.0,6.57,NaN,8.43,0.0,17.01,57.36,0.077,0.01,0.111,0.018,0.061,Normal
2024-09-26,0.0,6.57,6.57,7.66,0.0,16.76,51.45,0.084,0.06,0.156,0.084,NaN,Normal
2024-09-27,0.0,0.0,6.57,8.88,0.0,15.97,53.08,0.026,0.083,0.229,0.0,0.07,Normal
2024-09-28,0.0,0.0,6.57,10.02,0.0,17.5,55.74,0.02,0.024,0.235,0.016,0.0,Normal
2024-09-29,0.0,0.0,6.57,8.08,0.0,18.14,47.62,0.096,0.026,0.251,0.044,0.043,Normal
2024-09-30,NaN,0.0,6.57,8.16,0.0,18.65,48.76,0.116,0.017,0.23,0.074,0.037,Normal
2024-10-01,NaN,0.0,0.0,8.37,0.0,19.55,55.97,0.094,0.04,0.26,0.012,0.043,Normal
2024-10-02,27.46,27.46,27.46,8.24,0.0,20.51,42.88,0.078,0.011,0.261,NaN,NaN,Elevated
2024-10-03,9.07,36.53,NaN,7.63,0.0,19.97,40.84,0.065,NaN,0.224,NaN,0.224,Elevated
2024-10-04,0.0,36.53,36.53,7.28,0.0,19.43,53.68,0.068,0.046,0.187,0.028,0.21,Elevated
2024-10-05,0.0,9.07,NaN,6.79,0.0,20.29,42.67,0.02,0.049,0.211,0.0,0.053,Elevated
2024-10-06,0.0,0.0,36.53,7.51,0.0,21.37,46.9,0.058,0.056,0.241,0.053,0.024,Elevated
2024-10-07,9.4,9.4,45.92,5.97,0.0,19.82,46.44,NaN,0.034,0.258,0.055,0.077,Elevated
2024-10-08,0.0,9.4,45.92,7.16,0.0,18.87,38.74,0.074,0.048,0.267,0.088,0.0,Elevated
2024-10-09,0.0,9.4,18.46,8.83,0.0,17.07,51.16,0.073,0.01,0.265,0.084,0.091,Elevated
2024-10-10,0.0,0.0,9.4,7.72,0.0,NaN,55.66,0.094,NaN,NaN,0.0,0.0,Normal
2024-10-11,0.0,0.0,9.4,NaN,0.0,19.54,51.73,NaN,0.017,0.224,0.052,0.043,Normal
2024-10-12,0.0,0.0,9.4,9.71,0.0,19.26,54.23,0.117,0.04,0.215,0.0,0.028,Normal
2024-10-13,0.0,0.0,9.4,8.17,0.0,19.26,50.52,0.115,0.01,0.17,0.0,0.0,Normal
2024-10-14,7.87,NaN,7.87,NaN,0.0,18.1,52.95,0.05,0.029,0.165,0.048,0.009,Normal
2024-10-15,6.68,14.55,14.55,8.26,0.0,20.9,44.81,NaN,0.061,NaN,0.023,0.099,Normal
2024-10-16,0.0,14.55,14.55,8.27,0.0,17.74,46.56,0.091,0.024,0.192,0.086,0.0,Normal
2024-10-17,NaN,6.68,NaN,8.7,0.0,20.04,44.7,0.045,0.021,0.203,0.0,NaN,Normal
2024-10-18,0.0,0.0,14.55,7.77,NaN,NaN,46.42,0.02,0.096,0.282,0.101,NaN,Normal
2024-10-19,0.0,0.0,14.55,8.48,0.0,17.54,55.8,0.094,0.01,0.252,0.032,0.0,Normal
2024-10-20,0.0,0.0,14.55,8.12,0.0,19.46,45.93,0.091,0.059,0.301,0.103,0.006,Normal
2024-10-21,0.0,0.0,6.68,7.8,0.0,18.89,53.24,0.049,0.023,0.295,0.025,0.0,Normal
2024-10-22,0.0,NaN,0.0,9.24,0.0,18.57,52.73,0.02,0.068,0.301,0.045,0.05,Normal
2024-10-23,0.0,0.0,0.0,8.82,0.0,18.13,54.18,0.02,0.014,0.29,0.0,0.044,Normal
2024-10-24,0.0,0.0,0.0,8.89,0.0,17.94,59.51,0.044,0.047,0.317,NaN,0.0,Normal
2024-10-25,0.0,0.0,0.0,8.15,0.0,21.82,NaN,0.023,0.01,0.23,0.0,0.0,Normal
2024-10-26,0.0,NaN,0.0,10.11,NaN,19.9,55.69,0.028,0.01,0.23,0.0,0.023,Normal
2024-10-27,0.0,0.0,0.0,NaN,0.0,19.16,55.13,0.076,0.059,0.231,0.014,0.0,Normal
2024-10-28,NaN,0.0,0.0,9.67,0.0,18.18,56.06,0.066,0.01,0.217,0.0,0.034,Normal
2024-10-29,0.0,0.0,0.0,8.78,0.0,19.62,62.68,0.088,0.034,0.184,0.016,0.0,Normal
2024-10-30,0.0,0.0,0.0,7.78,0.0,18.84,52.02,0.02,0.011,0.181,0.0,0.06,Normal
2024-10-31,0.0,NaN,0.0,10.36,0.0,18.05,62.08,0.028,NaN,0.144,0.112,0.0,Normal
2024-11-01,0.0,0.0,0.0,8.95,0.0,17.53,61.08,0.067,0.04,0.174,0.0,0.0,Normal
2024-11-02,0.0,0.0,NaN,8.47,0.0,NaN,57.46,0.056,0.05,0.214,0.0,0.065,Normal
2024-11-03,0.0,0.0,0.0,9.28,0.0,14.0,69.09,0.094,0.039,0.194,0.0,0.0,Normal
2024-11-04,0.0,0.0,0.0,9.8,0.0,18.37,53.36,0.055,0.018,0.202,0.0,0.026,Normal
2024-11-05,9.24,9.24,9.24,8.58,0.0,17.56,49.53,0.121,0.023,0.191,0.047,0.0,Normal
2024-11-06,0.0,9.24,9.24,9.49,0.0,20.9,43.92,0.076,0.05,0.231,0.046,0.088,Normal
2024-11-07,0.0,9.24,9.24,9.35,0.0,18.38,52.42,0.094,0.084,0.305,0.062,0.079,Normal
2024-11-08,0.0,0.0,9.24,7.84,0.0,16.45,NaN,0.034,0.023,0.287,0.137,0.0,Normal
2024-11-09,0.0,0.0,9.24,8.12,0.0,18.28,53.44,0.046,0.05,0.288,0.105,0.102,Normal
2024-11-10,0.0,0.0,9.24,9.26,0.0,16.69,53.71,0.077,0.021,0.27,0.095,0.0,Normal
2024-11-11,0.0,0.0,NaN,6.69,0.0,19.12,50.39,0.102,0.02,0.271,0.023,0.0,Normal
2024-11-12,0.0,0.0,NaN,8.87,0.0,18.51,54.89,NaN,0.013,0.261,0.027,NaN,Normal
2024-11-13,0.0,0.0,0.0,7.97,0.0,19.58,51.98,0.037,NaN,0.265,0.107,0.012,Normal
2024-11-14,0.0,0.0,0.0,8.63,0.0,16.79,52.99,0.088,0.028,0.209,0.0,NaN,Normal
2024-11-15,29.26,29.26,29.26,7.38,0.0,20.19,NaN,0.02,0.039,0.225,0.043,0.065,Elevated
2024-11-16,0.0,NaN,29.26,7.38,0.0,17.62,48.69,0.043,0.01,0.185,0.0,0.142,Elevated
2024-11-17,NaN,NaN,32.56,7.13,0.0,20.87,38.79,0.122,0.01,0.174,0.0,0.079,Elevated
2024-11-18,12.22,15.52,44.78,6.2,0.0,21.26,41.94,0.086,0.01,0.164,0.0,0.0,Elevated
2024-11-19,4.7,20.23,49.48,8.41,0.0,21.13,40.42,0.115,0.083,0.234,0.092,0.026,Elevated
2024-11-20,0.0,NaN,49.48,8.15,0.0,NaN,48.79,0.092,0.01,0.19,0.0,0.049,Elevated
2024-11-21,11.57,16.27,61.05,5.55,0.0,NaN,44.89,0.116,0.026,0.187,0.049,0.012,Watch
2024-11-22,0.0,11.57,31.8,8.72,0.0,21.77,46.59,0.044,0.08,0.228,0.067,NaN,Elevated
2024-11-23,0.0,11.57,NaN,7.33,0.0,18.76,48.02,0.093,0.01,0.228,0.0,0.0,Elevated
2024-11-24,0.0,0.0,28.5,7.83,0.0,19.33,48.29,0.092,0.031,0.249,0.014,0.132,Elevated
2024-11-25,18.31,18.31,34.58,7.38,0.0,18.01,47.85,0.125,0.045,0.284,0.087,0.059,Elevated
2024-11-26,0.0,18.31,29.88,7.2,0.0,17.89,49.65,0.15,0.04,0.241,0.112,0.069,Elevated
2024-11-27,0.0,18.31,29.88,8.36,0.0,19.33,51.35,0.088,0.01,0.241,0.034,NaN,Elevated
2024-11-28,0.0,0.0,18.31,8.24,0.0,20.54,49.53,0.061,0.071,0.286,0.081,0.0,Elevated
2024-11-29,0.0,0.0,18.31,7.82,0.0,18.37,52.97,0.02,0.024,0.23,0.0,0.0,Elevated
2024-11-30,0.0,0.0,18.31,7.23,0.0,18.41,53.34,0.032,0.044,0.264,0.021,0.074,Elevated
2024-12-01,0.0,NaN,18.31,7.52,0.0,18.14,55.3,0.044,0.044,0.277,NaN,0.008,Elevated
2024-12-02,0.0,0.0,0.0,7.76,0.0,17.3,55.97,0.077,0.048,0.281,0.037,0.0,Normal
2024-12-03,0.0,0.0,0.0,8.91,0.0,18.64,55.08,0.02,NaN,0.284,0.066,0.005,Normal
2024-12-04,0.0,0.0,0.0,8.06,0.0,NaN,61.44,0.068,0.057,0.331,0.0,0.061,Normal
2024-12-05,0.0,0.0,0.0,8.71,0.0,20.23,50.81,0.04,0.056,0.316,0.076,0.087,Normal
2024-12-06,0.0,0.0,0.0,9.85,0.0,17.12,54.19,0.034,0.036,0.329,0.0,NaN,Normal
2024-12-07,0.0,0.0,0.0,NaN,0.0,19.35,50.99,0.049,0.01,0.295,0.0,0.067,Normal
2024-12-08,0.0,0.0,0.0,8.86,NaN,16.17,59.45,0.026,0.01,0.261,0.051,0.072,Normal
2024-12-09,0.0,0.0,0.0,8.82,0.0,19.28,49.78,0.025,0.045,NaN,0.102,0.03,Normal
2024-12-10,0.0,0.0,0.0,10.19,0.0,19.29,57.59,0.02,0.028,0.243,NaN,0.164,Normal
2024-12-11,0.0,0.0,0.0,9.23,0.0,18.84,56.7,0.031,0.069,0.255,0.009,0.1,Normal
2024-12-12,0.0,0.0,0.0,8.63,0.0,16.64,63.63,NaN,0.038,0.236,0.046,0.019,Normal
2024-12-13,0.0,0.0,0.0,7.86,0.0,NaN,55.97,0.022,0.037,0.237,0.0,0.065,Normal
2024-12-14,0.0,0.0,0.0,9.13,0.0,16.36,NaN,0.055,0.024,0.251,0.02,0.0,Normal
2024-12-15,14.66,14.66,14.66,8.76,0.0,18.78,53.04,0.089,0.01,NaN,0.077,0.0,Normal
2024-12-16,0.0,14.66,14.66,7.76,0.0,20.62,52.18,0.075,0.01,0.217,0.106,NaN,Normal
2024-12-17,0.0,14.66,14.66,8.4,0.0,20.25,46.42,NaN,0.01,0.199,0.0,0.0,Normal
2024-12-18,43.63,43.63,58.29,5.9,0.0,22.0,43.5,0.147,0.01,0.139,0.0,0.093,Watch
2024-12-19,0.0,43.63,58.29,6.1,0.0,19.87,46.72,0.117,0.021,0.122,0.019,0.128,Watch
2024-12-20,0.0,43.63,58.29,4.52,0.89,22.2,41.68,0.175,0.077,0.162,0.059,0.198,Watch
2024-12-21,0.0,0.0,58.29,6.1,0.0,21.18,44.27,0.086,0.026,0.164,0.058,0.0,Watch
2024-12-22,0.0,0.0,43.63,7.61,0.0,16.49,55.98,0.086,0.053,0.206,0.0,0.112,Elevated
2024-12-23,0.0,0.0,NaN,6.53,0.0,21.16,40.88,0.115,0.073,0.269,0.053,0.122,Elevated
2024-12-24,0.0,0.0,43.63,7.01,0.0,19.83,47.54,0.108,0.027,0.287,0.0,0.038,Elevated
2024-12-25,0.0,0.0,0.0,8.27,0.0,20.27,53.06,0.021,0.045,0.321,0.129,0.114,Normal
2024-12-26,0.0,0.0,0.0,9.04,0.0,16.6,57.73,0.036,0.041,NaN,0.0,0.017,Normal
2024-12-27,0.0,0.0,0.0,8.63,0.0,14.0,64.01,0.063,0.035,NaN,0.0,0.0,Normal
2024-12-28,0.0,0.0,0.0,8.11,0.0,18.92,58.28,0.077,0.027,0.3,0.0,0.048,Normal
2024-12-29,3.51,3.51,3.51,9.56,0.0,19.01,49.0,0.079,0.105,0.352,0.029,NaN,Elevated
2024-12-30,0.0,3.51,3.51,9.27,0.0,15.81,NaN,0.044,0.01,0.289,0.012,0.034,Normal
2024-12-31,0.0,NaN,3.51,8.19,0.0,16.96,50.82,NaN,0.037,0.299,NaN,0.024,Normal
2025-01-01,0.0,0.0,3.51,8.96,0.0,22.94,49.63,0.02,0.01,NaN,0.007,0.01,Normal
2025-01-02,5.17,NaN,8.68,8.75,0.0,18.37,56.1,0.061,0.049,0.273,0.046,0.053,Normal
2025-01-03,0.0,5.17,8.68,8.84,0.0,19.9,52.86,0.063,0.091,0.328,0.064,0.068,Normal
2025-01-04,0.0,NaN,8.68,7.19,0.0,17.7,52.26,0.02,0.071,0.373,0.0,0.085,Normal
2025-01-05,0.0,0.0,5.17,9.23,0.0,15.28,54.29,0.045,0.01,0.278,0.0,NaN,Normal
2025-01-06,0.0,0.0,5.17,8.12,0.0,NaN,47.33,0.065,0.021,0.289,NaN,0.065,Normal
2025-01-07,0.0,0.0,5.17,8.26,0.0,18.22,53.8,0.02,0.06,0.312,0.0,0.123,Normal
2025-01-08,0.0,0.0,5.17,10.35,0.0,18.02,49.89,0.082,0.084,0.386,0.022,0.138,Normal
2025-01-09,0.0,0.0,0.0,8.93,0.0,18.3,51.35,0.027,0.028,0.365,0.012,0.019,Normal
2025-01-10,0.0,0.0,0.0,8.44,0.0,18.93,49.78,0.084,0.01,0.285,0.043,0.078,Normal
2025-01-11,0.0,0.0,0.0,7.16,0.0,18.27,53.3,0.021,0.01,0.223,0.057,0.056,Normal
2025-01-12,0.0,0.0,NaN,9.67,0.0,NaN,57.14,0.02,0.084,0.297,NaN,0.07,Normal
2025-01-13,21.86,21.86,21.86,6.77,0.0,20.54,47.83,0.063,0.016,0.293,0.0,0.124,Elevated
2025-01-14,8.13,29.99,29.99,6.67,0.0,16.82,48.78,0.091,0.01,0.243,0.148,0.0,Elevated
2025-01-15,0.0,29.99,29.99,7.17,0.0,16.41,55.02,0.08,0.01,0.168,0.022,NaN,Elevated
2025-01-16,0.0,8.13,29.99,8.41,0.0,20.79,46.31,0.06,NaN,0.178,0.016,0.0,Elevated
2025-01-17,0.0,0.0,29.99,7.94,0.0,20.48,45.24,0.07,0.089,0.257,0.025,0.0,Elevated
2025-01-18,NaN,0.0,29.99,7.29,0.0,19.54,NaN,NaN,0.021,0.268,0.05,0.023,Elevated
2025-01-19,0.0,0.0,29.99,7.61,0.0,17.41,58.42,0.056,0.016,0.2,0.053,0.0,Elevated
2025-01-20,0.0,0.0,8.13,7.89,0.0,17.75,NaN,0.02,0.01,0.194,0.011,NaN,Normal
2025-01-21,0.0,0.0,0.0,8.74,0.0,18.19,52.86,0.054,0.025,0.21,0.0,0.076,Normal
2025-01-22,0.0,0.0,0.0,8.69,0.0,16.07,51.99,0.037,0.093,NaN,0.023,0.068,Normal
2025-01-23,10.74,10.74,10.74,8.8,0.0,18.27,49.59,0.116,0.033,0.289,0.064,0.052,Normal
2025-01-24,0.0,10.74,10.74,8.83,0.0,20.23,49.2,0.026,0.062,0.262,0.138,0.042,Normal
2025-01-25,19.81,30.55,30.55,7.55,0.0,22.96,42.37,0.032,0.01,0.25,0.0,0.122,Elevated
2025-01-26,12.83,32.63,43.37,6.36,0.0,20.77,39.96,0.127,0.01,0.244,0.0,0.0,Elevated
2025-01-27,0.0,32.63,43.37,7.17,0.0,22.33,41.2,0.117,0.01,0.244,0.0,0.007,Elevated
2025-01-28,0.0,12.83,43.37,6.63,0.0,17.72,NaN,0.046,NaN,0.268,0.068,0.0,Elevated
2025-01-29,24.54,24.54,67.92,4.81,0.51,23.37,43.55,0.093,NaN,0.184,0.0,0.143,Watch
2025-01-30,0.0,24.54,57.18,5.77,NaN,20.42,42.39,0.158,0.024,0.176,0.024,0.027,Elevated
2025-01-31,0.0,24.54,57.18,6.14,NaN,21.93,46.06,0.153,0.01,0.123,0.07,NaN,Elevated
2025-02-01,0.0,0.0,37.37,7.59,0.0,NaN,44.03,0.02,0.016,0.129,0.0,0.0,Elevated
2025-02-02,NaN,0.0,24.54,7.39,0.0,21.85,NaN,0.039,0.025,0.144,0.008,0.0,Elevated
2025-02-03,0.0,0.0,24.54,6.69,0.0,18.2,52.36,0.113,0.047,0.181,0.022,0.0,Elevated
2025-02-04,0.0,0.0,24.54,7.57,0.0,NaN,52.25,0.038,0.024,0.157,0.039,0.053,Elevated
2025-02-05,20.63,20.63,NaN,7.67,0.0,19.73,42.48,0.06,0.049,0.196,0.061,0.0,Elevated
2025-02-06,0.0,20.63,20.63,7.77,0.0,19.55,50.76,0.067,0.035,0.207,0.0,0.036,Elevated
2025-02-07,0.0,20.63,20.63,8.32,0.0,19.21,49.38,0.038,0.039,0.236,NaN,0.048,Elevated
2025-02-08,0.0,0.0,20.63,8.38,0.0,18.16,53.76,0.02,0.024,0.245,0.0,0.076,Elevated
2025-02-09,0.0,0.0,20.63,7.25,0.0,19.5,52.84,0.089,NaN,0.277,0.0,0.037,Elevated
2025-02-10,12.0,12.0,32.64,NaN,0.0,19.96,47.13,0.02,0.055,0.285,0.031,0.127,Elevated
2025-02-11,17.78,29.78,50.41,5.6,0.0,21.5,42.08,NaN,0.033,0.294,0.022,0.039,Elevated
2025-02-12,0.0,29.78,29.78,7.67,0.0,20.57,49.32,0.125,0.026,0.271,0.064,0.147,Elevated
2025-02-13,0.0,17.78,29.78,8.24,0.0,21.43,46.07,0.028,0.048,0.283,0.0,0.063,Elevated
2025-02-14,0.0,0.0,29.78,7.02,0.0,21.46,43.85,0.026,0.01,0.254,0.065,0.012,Elevated
2025-02-15,37.02,37.02,66.79,5.32,0.03,20.93,40.53,NaN,NaN,0.24,0.03,0.055,Watch
2025-02-16,12.94,49.95,79.73,5.94,0.0,24.68,33.71,NaN,0.044,0.226,0.0,0.187,Watch
2025-02-17,2.75,52.7,NaN,5.68,0.0,20.84,41.82,0.124,0.082,0.254,0.055,0.291,Watch
2025-02-18,58.14,73.82,110.84,3.68,1.63,26.91,31.84,0.354,0.069,0.289,0.069,0.3,Watch
2025-02-19,0.0,60.89,110.84,2.58,2.75,26.68,25.77,0.419,NaN,0.5,0.175,0.377,Warning
2025-02-20,0.0,58.14,110.84,3.91,1.22,22.43,34.01,0.273,0.121,0.573,0.066,0.225,Watch
2025-02-21,0.0,0.0,110.84,2.87,2.84,NaN,30.24,0.28,0.051,0.615,0.033,0.08,Watch
2025-02-22,0.0,0.0,73.82,4.35,0.7,NaN,38.22,0.12,0.01,0.615,0.062,0.0,Watch
2025-02-23,58.51,58.51,119.4,2.71,2.36,25.36,27.37,0.362,0.099,NaN,0.076,0.22,Watch
2025-02-24,0.0,58.51,116.65,2.74,2.79,28.01,22.56,0.375,0.172,0.759,0.049,0.226,Warning
2025-02-25,0.0,58.51,58.51,5.49,0.0,22.4,45.77,0.178,0.114,0.804,0.009,0.224,Watch
2025-02-26,0.0,0.0,58.51,4.7,0.41,21.66,38.09,0.051,0.03,0.598,0.038,0.142,Watch
2025-02-27,19.41,19.41,77.92,5.46,0.0,24.46,NaN,0.058,NaN,0.517,0.042,0.079,Watch
