Building_Scenario_ID,Days_After_Event,Structural_System,Occupancy_Type,Number_of_Stories,Construction_Year,Seismic_Design_Level,Site_Class,Retrofit_Level,Peak_Ground_Acceleration_g,Spectral_Acceleration_1p0s_g,Initial_Residual_Drift_Ratio_pct,Safety_Inspection_Completion_pct,Utility_Availability_pct,Structural_Repair_Completion_pct,Nonstructural_Repair_Completion_pct,Operability_Class
B056,180,Steel_Braced_Frame,Retail,11.0,1952.0,Pre_Code,E,No_Retrofit,0.373,0.587,0.189,97.6,93.5,NaN,89.6,Functional_Recovery
B056,240,Steel_Braced_Frame,Retail,NaN,1952.0,Pre_Code,E,No_Retrofit,0.373,0.587,0.189,100.0,100.0,68.1,94.3,Functional_Recovery
B056,365,Steel_Braced_Frame,Retail,11.0,1952.0,NaN,E,No_Retrofit,0.373,0.587,0.189,100.0,100.0,98.8,97.4,Full_Recovery
B057,0,Steel_Braced_Frame,Retail,7.0,1983.0,Low_Code,C,Partial_Retrofit,0.11,0.154,0.023,8.1,74.7,0.8,11.4,Unsafe_Closed
B057,1,Steel_Braced_Frame,Retail,7.0,1983.0,Low_Code,C,Partial_Retrofit,0.11,0.154,0.023,17.0,76.0,0.0,0.9,Restricted_Access
B057,3,Steel_Braced_Frame,Retail,7.0,1983.0,Low_Code,C,Partial_Retrofit,0.11,0.154,0.023,52.8,88.5,0.0,4.3,Restricted_Access
B057,7,Steel_Braced_Frame,Retail,7.0,1983.0,Low_Code,C,Partial_Retrofit,0.11,0.154,0.023,95.9,94.5,3.1,12.1,Reoccupancy
B057,14,NaN,Retail,7.0,1983.0,Low_Code,C,Partial_Retrofit,0.11,0.154,0.023,100.0,99.8,9.9,33.3,Reoccupancy
B057,30,Steel_Braced_Frame,Retail,7.0,1983.0,Low_Code,C,Partial_Retrofit,0.11,0.154,0.023,99.7,100.0,51.2,94.6,Functional_Recovery
B057,60,Steel_Braced_Frame,Retail,7.0,1983.0,Low_Code,NaN,Partial_Retrofit,0.11,0.154,0.023,100.0,100.0,100.0,100.0,Full_Recovery
B057,90,Steel_Braced_Frame,Retail,7.0,1983.0,Low_Code,C,Partial_Retrofit,0.11,0.154,0.023,97.1,97.9,99.7,97.3,Full_Recovery
B057,120,Steel_Braced_Frame,Retail,7.0,1983.0,Low_Code,C,Partial_Retrofit,0.11,0.154,0.023,96.7,100.0,100.0,93.9,Full_Recovery
B057,180,Steel_Braced_Frame,Retail,7.0,1983.0,Low_Code,C,Partial_Retrofit,0.11,0.154,NaN,100.0,98.7,100.0,100.0,Full_Recovery
B057,240,Steel_Braced_Frame,Retail,7.0,1983.0,Low_Code,C,Partial_Retrofit,0.11,0.154,0.023,100.0,100.0,100.0,100.0,Full_Recovery
B057,365,Steel_Braced_Frame,Retail,NaN,1983.0,Low_Code,C,Partial_Retrofit,0.11,0.154,0.023,97.3,100.0,100.0,NaN,Full_Recovery
B058,0,RC_Moment_Frame,Residential,4.0,1968.0,Pre_Code,E,No_Retrofit,0.326,0.49,0.373,2.7,19.1,5.2,NaN,Unsafe_Closed
B058,1,RC_Moment_Frame,Residential,4.0,1968.0,Pre_Code,E,No_Retrofit,0.326,0.49,0.373,5.8,28.4,0.0,NaN,Unsafe_Closed
B058,3,RC_Moment_Frame,Residential,4.0,1968.0,Pre_Code,NaN,No_Retrofit,0.326,0.49,0.373,5.0,42.5,0.7,0.0,Unsafe_Closed
B058,7,RC_Moment_Frame,Residential,4.0,1968.0,Pre_Code,E,No_Retrofit,0.326,0.49,0.373,19.7,52.0,5.0,0.0,Unsafe_Closed
B058,14,RC_Moment_Frame,Residential,NaN,1968.0,Pre_Code,E,No_Retrofit,0.326,0.49,NaN,68.5,77.9,5.7,0.0,Restricted_Access
B058,30,RC_Moment_Frame,Residential,4.0,1968.0,Pre_Code,E,No_Retrofit,0.326,NaN,0.373,94.5,100.0,0.0,6.1,Restricted_Access
B058,60,RC_Moment_Frame,Residential,4.0,1968.0,Pre_Code,E,No_Retrofit,0.326,0.49,0.373,98.5,100.0,0.5,13.4,Restricted_Access
B058,90,RC_Moment_Frame,Residential,4.0,1968.0,Pre_Code,E,No_Retrofit,0.326,0.49,0.373,100.0,100.0,7.5,36.6,Reoccupancy
B058,120,RC_Moment_Frame,Residential,4.0,1968.0,Pre_Code,E,No_Retrofit,0.326,0.49,0.373,99.2,98.8,11.7,63.9,Reoccupancy
B058,180,RC_Moment_Frame,Residential,NaN,1968.0,Pre_Code,E,No_Retrofit,0.326,0.49,0.373,95.0,100.0,29.7,95.6,Functional_Recovery
B058,240,RC_Moment_Frame,Residential,4.0,1968.0,Pre_Code,E,No_Retrofit,0.326,0.49,0.373,95.8,100.0,59.3,98.0,Functional_Recovery
B058,365,RC_Moment_Frame,Residential,4.0,1968.0,Pre_Code,E,NaN,0.326,0.49,0.373,96.4,NaN,90.7,100.0,Functional_Recovery
B059,0,Unreinforced_Masonry,Office,5.0,1955.0,Pre_Code,C,No_Retrofit,0.314,0.308,0.157,2.9,45.6,2.9,0.0,Unsafe_Closed
B059,1,Unreinforced_Masonry,Office,5.0,1955.0,Pre_Code,C,No_Retrofit,0.314,0.308,0.157,6.8,48.9,1.8,5.1,Unsafe_Closed
B059,3,Unreinforced_Masonry,Office,5.0,NaN,Pre_Code,C,No_Retrofit,NaN,0.308,0.157,11.2,57.5,2.0,1.6,Unsafe_Closed
B059,7,Unreinforced_Masonry,Office,NaN,1955.0,Pre_Code,C,No_Retrofit,0.314,0.308,0.157,26.0,72.0,0.0,4.8,Restricted_Access
B059,14,Unreinforced_Masonry,Office,5.0,1955.0,Pre_Code,C,No_Retrofit,0.314,0.308,0.157,79.1,86.0,0.0,5.9,Restricted_Access
B059,30,Unreinforced_Masonry,Office,5.0,1955.0,Pre_Code,C,NaN,0.314,0.308,0.157,98.5,95.9,NaN,4.6,Reoccupancy
B059,60,Unreinforced_Masonry,Office,5.0,1955.0,Pre_Code,C,No_Retrofit,0.314,0.308,0.157,100.0,100.0,8.1,16.6,Reoccupancy
B059,90,Unreinforced_Masonry,Office,5.0,1955.0,Pre_Code,C,No_Retrofit,0.314,0.308,0.157,100.0,99.1,11.7,52.8,Reoccupancy
B059,120,Unreinforced_Masonry,Office,5.0,1955.0,Pre_Code,C,No_Retrofit,0.314,0.308,0.157,95.7,100.0,16.8,80.3,Functional_Recovery
B059,180,NaN,Office,5.0,1955.0,Pre_Code,C,No_Retrofit,0.314,0.308,0.157,100.0,99.0,40.9,100.0,Functional_Recovery
B059,240,Unreinforced_Masonry,Office,5.0,NaN,NaN,C,NaN,0.314,0.308,0.157,NaN,100.0,NaN,99.4,Functional_Recovery
B059,365,Unreinforced_Masonry,Office,5.0,1955.0,Pre_Code,C,No_Retrofit,0.314,0.308,0.157,100.0,98.5,NaN,100.0,Full_Recovery
B060,0,RC_Shear_Wall,Residential,5.0,1971.0,Pre_Code,B,No_Retrofit,NaN,0.336,0.04,4.4,61.2,2.6,1.8,Unsafe_Closed
B060,1,RC_Shear_Wall,Residential,5.0,1971.0,Pre_Code,B,No_Retrofit,0.363,0.336,0.04,4.5,54.5,0.2,NaN,Unsafe_Closed
B060,3,RC_Shear_Wall,Residential,5.0,1971.0,Pre_Code,B,No_Retrofit,0.363,0.336,0.04,8.4,69.2,1.4,0.0,Unsafe_Closed
B060,7,RC_Shear_Wall,Residential,5.0,1971.0,Pre_Code,B,No_Retrofit,0.363,0.336,NaN,34.7,78.6,7.0,0.0,Restricted_Access
B060,14,RC_Shear_Wall,Residential,5.0,1971.0,Pre_Code,B,No_Retrofit,0.363,0.336,0.04,98.4,88.9,2.9,8.1,Reoccupancy
B060,30,RC_Shear_Wall,Residential,5.0,1971.0,Pre_Code,B,No_Retrofit,0.363,0.336,0.04,98.1,99.8,2.8,0.7,Reoccupancy
B060,60,RC_Shear_Wall,Residential,5.0,1971.0,Pre_Code,B,No_Retrofit,0.363,0.336,0.04,100.0,100.0,8.7,32.0,Reoccupancy
B060,90,RC_Shear_Wall,Residential,5.0,1971.0,Pre_Code,B,No_Retrofit,0.363,0.336,NaN,100.0,100.0,27.7,75.3,Functional_Recovery
B060,120,RC_Shear_Wall,Residential,5.0,1971.0,Pre_Code,B,No_Retrofit,0.363,0.336,0.04,100.0,99.2,54.0,99.7,Functional_Recovery
B060,180,RC_Shear_Wall,Residential,5.0,NaN,Pre_Code,B,No_Retrofit,0.363,NaN,0.04,98.0,99.7,86.3,100.0,Functional_Recovery
B060,240,RC_Shear_Wall,NaN,5.0,NaN,Pre_Code,B,No_Retrofit,0.363,0.336,0.04,NaN,100.0,98.2,96.3,Full_Recovery
B060,365,RC_Shear_Wall,Residential,5.0,1971.0,Pre_Code,B,No_Retrofit,0.363,0.336,0.04,100.0,100.0,100.0,NaN,Full_Recovery
B061,0,Steel_Moment_Frame,Residential,5.0,1995.0,Moderate_Code,C,Partial_Retrofit,0.117,0.147,0.031,8.9,80.7,1.6,3.0,Unsafe_Closed
B061,1,Steel_Moment_Frame,Residential,5.0,1995.0,Moderate_Code,C,Partial_Retrofit,0.117,0.147,0.031,22.6,85.7,NaN,11.4,Restricted_Access
B061,3,Steel_Moment_Frame,Residential,5.0,NaN,Moderate_Code,C,Partial_Retrofit,NaN,0.147,0.031,59.4,87.5,4.6,10.4,Restricted_Access
B061,7,Steel_Moment_Frame,Residential,5.0,1995.0,Moderate_Code,C,Partial_Retrofit,0.117,0.147,0.031,92.7,91.5,14.7,NaN,Reoccupancy
B061,14,Steel_Moment_Frame,Residential,5.0,1995.0,Moderate_Code,C,Partial_Retrofit,0.117,0.147,0.031,100.0,95.2,NaN,49.4,Reoccupancy
B061,30,Steel_Moment_Frame,Residential,5.0,1995.0,Moderate_Code,C,Partial_Retrofit,0.117,0.147,0.031,100.0,100.0,67.9,100.0,Functional_Recovery
B061,60,NaN,Residential,5.0,1995.0,Moderate_Code,C,NaN,0.117,0.147,0.031,97.4,99.6,100.0,100.0,Full_Recovery
B061,90,Steel_Moment_Frame,Residential,NaN,1995.0,Moderate_Code,C,Partial_Retrofit,0.117,0.147,0.031,96.2,100.0,96.3,94.8,Full_Recovery
B061,120,Steel_Moment_Frame,Residential,NaN,1995.0,Moderate_Code,C,Partial_Retrofit,0.117,0.147,0.031,100.0,100.0,100.0,96.6,Full_Recovery
B061,180,Steel_Moment_Frame,Residential,5.0,1995.0,Moderate_Code,C,Partial_Retrofit,0.117,0.147,0.031,94.0,100.0,97.7,100.0,Full_Recovery
B061,240,Steel_Moment_Frame,Residential,5.0,1995.0,Moderate_Code,C,Partial_Retrofit,0.117,0.147,0.031,NaN,97.4,94.5,100.0,Full_Recovery
B061,365,Steel_Moment_Frame,Residential,NaN,1995.0,Moderate_Code,C,Partial_Retrofit,0.117,0.147,0.031,100.0,93.9,100.0,96.5,Full_Recovery
B062,0,RC_Shear_Wall,Residential,6.0,2008.0,High_Code,B,Extensive_Retrofit,0.322,0.28,0.01,4.1,62.7,0.0,4.9,Unsafe_Closed
B062,1,RC_Shear_Wall,Residential,6.0,2008.0,High_Code,B,Extensive_Retrofit,0.322,0.28,0.01,10.7,70.3,1.0,6.3,Unsafe_Closed
B062,3,RC_Shear_Wall,Residential,NaN,2008.0,High_Code,B,NaN,0.322,0.28,0.01,13.3,NaN,1.8,1.8,Restricted_Access
B062,7,RC_Shear_Wall,Residential,6.0,2008.0,High_Code,B,Extensive_Retrofit,0.322,0.28,0.01,74.5,77.9,4.0,5.2,Restricted_Access
B062,14,RC_Shear_Wall,Residential,6.0,2008.0,High_Code,B,Extensive_Retrofit,0.322,0.28,0.01,NaN,94.0,10.6,12.0,Reoccupancy
B062,30,RC_Shear_Wall,Residential,6.0,2008.0,High_Code,B,Extensive_Retrofit,0.322,0.28,0.01,100.0,100.0,20.4,NaN,Reoccupancy
B062,60,RC_Shear_Wall,Residential,6.0,2008.0,High_Code,B,Extensive_Retrofit,NaN,0.28,0.01,96.8,100.0,78.1,76.8,Functional_Recovery
B062,90,RC_Shear_Wall,Residential,6.0,2008.0,NaN,B,Extensive_Retrofit,0.322,0.28,0.01,100.0,100.0,91.5,97.5,Functional_Recovery
B062,120,RC_Shear_Wall,Residential,6.0,2008.0,High_Code,B,Extensive_Retrofit,0.322,0.28,0.01,100.0,NaN,99.7,97.9,Full_Recovery
B062,180,RC_Shear_Wall,Residential,6.0,2008.0,High_Code,B,Extensive_Retrofit,0.322,0.28,NaN,97.5,100.0,100.0,93.2,Full_Recovery
B062,240,RC_Shear_Wall,Residential,6.0,2008.0,High_Code,B,Extensive_Retrofit,0.322,0.28,0.01,99.6,98.0,100.0,100.0,Full_Recovery
B062,365,NaN,Residential,6.0,2008.0,High_Code,B,Extensive_Retrofit,NaN,0.28,0.01,100.0,97.8,100.0,100.0,Full_Recovery
B063,0,Steel_Moment_Frame,Residential,5.0,1982.0,Moderate_Code,E,No_Retrofit,0.568,0.802,0.158,7.5,34.2,0.0,0.6,Unsafe_Closed
B063,1,Steel_Moment_Frame,Residential,NaN,1982.0,Moderate_Code,E,No_Retrofit,0.568,0.802,0.158,8.9,29.7,NaN,0.0,Unsafe_Closed
B063,3,Steel_Moment_Frame,Residential,5.0,1982.0,Moderate_Code,E,No_Retrofit,0.568,0.802,0.158,9.0,50.2,0.0,5.8,Unsafe_Closed
B063,7,Steel_Moment_Frame,Residential,5.0,1982.0,NaN,E,No_Retrofit,0.568,0.802,0.158,20.4,61.3,2.9,6.0,Unsafe_Closed
B063,14,Steel_Moment_Frame,Residential,5.0,1982.0,Moderate_Code,E,No_Retrofit,0.568,0.802,0.158,74.2,80.7,4.9,7.2,Restricted_Access
B063,30,Steel_Moment_Frame,Residential,5.0,1982.0,Moderate_Code,E,No_Retrofit,0.568,0.802,0.158,100.0,NaN,5.8,8.7,Reoccupancy
B063,60,Steel_Moment_Frame,Residential,5.0,1982.0,Moderate_Code,E,No_Retrofit,0.568,0.802,0.158,100.0,94.8,8.0,NaN,Reoccupancy
B063,90,Steel_Moment_Frame,Residential,5.0,1982.0,Moderate_Code,NaN,No_Retrofit,0.568,0.802,0.158,97.9,100.0,20.5,52.3,Reoccupancy
B063,120,Steel_Moment_Frame,NaN,5.0,1982.0,Moderate_Code,E,No_Retrofit,0.568,0.802,0.158,96.7,100.0,29.6,NaN,Functional_Recovery
B063,180,Steel_Moment_Frame,Residential,5.0,1982.0,Moderate_Code,E,No_Retrofit,0.568,0.802,0.158,100.0,100.0,71.0,93.0,Functional_Recovery
B063,240,Steel_Moment_Frame,NaN,5.0,NaN,Moderate_Code,E,No_Retrofit,0.568,0.802,0.158,100.0,97.2,87.8,99.7,Functional_Recovery
B063,365,Steel_Moment_Frame,Residential,5.0,1982.0,Moderate_Code,E,No_Retrofit,0.568,0.802,0.158,99.4,96.5,100.0,96.4,Full_Recovery
B064,0,RC_Moment_Frame,Education,7.0,NaN,Moderate_Code,B,No_Retrofit,0.344,0.422,NaN,NaN,56.7,NaN,0.1,Unsafe_Closed
B064,1,RC_Moment_Frame,Education,7.0,NaN,Moderate_Code,B,No_Retrofit,0.344,0.422,0.064,2.0,65.4,4.5,0.0,Unsafe_Closed
B064,3,RC_Moment_Frame,Education,7.0,1992.0,Moderate_Code,B,No_Retrofit,0.344,0.422,0.064,NaN,75.6,4.4,4.5,Restricted_Access
B064,7,RC_Moment_Frame,Education,NaN,1992.0,Moderate_Code,NaN,No_Retrofit,0.344,0.422,0.064,43.8,77.5,1.5,0.0,Restricted_Access
B064,14,RC_Moment_Frame,Education,7.0,1992.0,Moderate_Code,B,No_Retrofit,0.344,0.422,0.064,98.6,92.1,1.1,5.3,Reoccupancy
B064,30,RC_Moment_Frame,Education,7.0,1992.0,Moderate_Code,B,No_Retrofit,NaN,0.422,0.064,NaN,89.4,1.8,5.3,Reoccupancy
B064,60,RC_Moment_Frame,Education,7.0,1992.0,Moderate_Code,B,No_Retrofit,0.344,0.422,0.064,98.5,95.0,14.1,34.3,Reoccupancy
B064,90,RC_Moment_Frame,Education,7.0,1992.0,Moderate_Code,B,No_Retrofit,0.344,0.422,0.064,95.4,97.5,NaN,72.1,Functional_Recovery
B064,120,RC_Moment_Frame,Education,7.0,1992.0,Moderate_Code,B,No_Retrofit,0.344,0.422,0.064,100.0,96.0,59.6,96.3,Functional_Recovery
B064,180,RC_Moment_Frame,Education,7.0,NaN,Moderate_Code,B,No_Retrofit,0.344,0.422,0.064,NaN,94.4,93.5,100.0,Full_Recovery
B064,240,RC_Moment_Frame,Education,7.0,1992.0,Moderate_Code,B,No_Retrofit,0.344,0.422,0.064,97.8,100.0,98.9,100.0,Full_Recovery
B064,365,RC_Moment_Frame,Education,7.0,1992.0,Moderate_Code,NaN,No_Retrofit,0.344,0.422,0.064,NaN,91.2,100.0,95.8,Full_Recovery
B065,0,Steel_Moment_Frame,Office,12.0,1986.0,Low_Code,C,NaN,0.095,0.13,0.023,4.6,NaN,0.0,7.2,Unsafe_Closed
B065,1,Steel_Moment_Frame,Office,12.0,1986.0,Low_Code,NaN,No_Retrofit,0.095,0.13,0.023,3.0,73.4,3.4,6.4,Unsafe_Closed
B065,3,Steel_Moment_Frame,NaN,12.0,NaN,Low_Code,C,No_Retrofit,0.095,0.13,0.023,28.9,85.7,1.1,0.0,Restricted_Access
B065,7,Steel_Moment_Frame,Office,12.0,1986.0,Low_Code,C,No_Retrofit,0.095,NaN,NaN,91.5,91.5,1.3,0.7,Reoccupancy
B065,14,NaN,Office,12.0,1986.0,NaN,C,No_Retrofit,0.095,0.13,0.023,100.0,NaN,5.9,14.8,Reoccupancy
B065,30,Steel_Moment_Frame,Office,NaN,1986.0,Low_Code,C,No_Retrofit,0.095,0.13,NaN,NaN,98.9,12.1,52.8,Reoccupancy
B065,60,Steel_Moment_Frame,Office,12.0,1986.0,Low_Code,C,No_Retrofit,0.095,0.13,0.023,100.0,100.0,46.4,99.3,Functional_Recovery
B065,90,Steel_Moment_Frame,NaN,12.0,1986.0,Low_Code,C,No_Retrofit,0.095,0.13,0.023,99.0,100.0,89.6,100.0,Functional_Recovery
B065,120,Steel_Moment_Frame,Office,12.0,NaN,Low_Code,C,No_Retrofit,0.095,0.13,NaN,96.2,99.1,100.0,100.0,Full_Recovery
B065,180,Steel_Moment_Frame,Office,12.0,1986.0,Low_Code,C,No_Retrofit,0.095,0.13,0.023,97.9,NaN,100.0,100.0,Full_Recovery
B065,240,Steel_Moment_Frame,Office,12.0,1986.0,Low_Code,C,No_Retrofit,0.095,0.13,0.023,99.7,100.0,100.0,100.0,Full_Recovery
B065,365,Steel_Moment_Frame,Office,12.0,1986.0,Low_Code,C,No_Retrofit,0.095,0.13,0.023,94.9,98.1,100.0,100.0,Full_Recovery
B066,0,Steel_Braced_Frame,Education,NaN,2007.0,High_Code,E,No_Retrofit,0.162,0.211,0.0,8.2,61.0,0.0,0.0,Unsafe_Closed
B066,1,Steel_Braced_Frame,Education,5.0,2007.0,High_Code,E,No_Retrofit,0.162,0.211,0.0,6.3,63.7,0.0,4.4,Unsafe_Closed
B066,3,Steel_Braced_Frame,Education,NaN,2007.0,High_Code,E,No_Retrofit,0.162,0.211,0.0,23.3,63.5,1.3,2.0,Restricted_Access
B066,7,Steel_Braced_Frame,Education,5.0,2007.0,High_Code,E,No_Retrofit,0.162,0.211,0.0,NaN,82.5,4.0,6.5,Reoccupancy
B066,14,Steel_Braced_Frame,Education,5.0,2007.0,High_Code,E,No_Retrofit,0.162,0.211,0.0,99.4,91.2,12.1,12.1,Reoccupancy
B066,30,Steel_Braced_Frame,Education,5.0,2007.0,NaN,E,No_Retrofit,0.162,0.211,0.0,99.1,98.0,21.8,27.2,Reoccupancy
B066,60,Steel_Braced_Frame,Education,NaN,2007.0,NaN,E,No_Retrofit,0.162,0.211,0.0,100.0,97.9,83.9,94.8,Functional_Recovery
B066,90,Steel_Braced_Frame,Education,5.0,2007.0,High_Code,E,No_Retrofit,0.162,0.211,0.0,NaN,100.0,100.0,100.0,Full_Recovery
B066,120,Steel_Braced_Frame,NaN,5.0,2007.0,High_Code,E,No_Retrofit,0.162,0.211,0.0,98.9,98.9,100.0,100.0,Full_Recovery
B066,180,NaN,Education,5.0,2007.0,High_Code,E,No_Retrofit,NaN,0.211,0.0,98.8,97.6,94.5,99.0,Full_Recovery
B066,240,Steel_Braced_Frame,Education,5.0,2007.0,High_Code,NaN,No_Retrofit,0.162,0.211,0.0,100.0,96.0,100.0,NaN,Full_Recovery
B066,365,Steel_Braced_Frame,Education,5.0,2007.0,High_Code,E,No_Retrofit,0.162,0.211,0.0,97.6,100.0,90.6,100.0,Full_Recovery
B067,0,Steel_Moment_Frame,Residential,3.0,2006.0,High_Code,D,No_Retrofit,0.384,0.436,NaN,0.0,52.2,5.9,1.6,Unsafe_Closed
B067,1,Steel_Moment_Frame,Residential,3.0,2006.0,High_Code,D,No_Retrofit,0.384,0.436,0.114,6.1,59.7,0.0,5.6,Unsafe_Closed
B067,3,Steel_Moment_Frame,Residential,3.0,2006.0,High_Code,D,No_Retrofit,0.384,0.436,NaN,13.8,68.1,3.6,4.9,Unsafe_Closed
B067,7,Steel_Moment_Frame,Residential,3.0,2006.0,High_Code,D,No_Retrofit,0.384,0.436,0.114,48.6,77.3,NaN,3.5,Restricted_Access
B067,14,NaN,Residential,3.0,2006.0,High_Code,NaN,No_Retrofit,0.384,0.436,0.114,94.6,90.7,0.9,3.1,Reoccupancy
B067,30,Steel_Moment_Frame,Residential,3.0,2006.0,High_Code,D,No_Retrofit,0.384,0.436,0.114,100.0,100.0,5.5,17.4,Reoccupancy
B067,60,Steel_Moment_Frame,Residential,3.0,2006.0,High_Code,D,No_Retrofit,0.384,0.436,0.114,98.5,100.0,24.7,49.4,Reoccupancy
B067,90,Steel_Moment_Frame,Residential,3.0,2006.0,High_Code,D,NaN,0.384,0.436,0.114,99.8,100.0,66.3,89.5,Functional_Recovery
B067,120,Steel_Moment_Frame,Residential,3.0,2006.0,High_Code,D,No_Retrofit,0.384,0.436,0.114,100.0,97.6,85.0,93.0,Functional_Recovery
B067,180,Steel_Moment_Frame,Residential,3.0,2006.0,NaN,D,No_Retrofit,0.384,0.436,0.114,99.8,NaN,100.0,96.8,Full_Recovery
B067,240,Steel_Moment_Frame,Residential,3.0,2006.0,High_Code,D,No_Retrofit,0.384,0.436,0.114,100.0,100.0,98.6,100.0,Full_Recovery
B067,365,Steel_Moment_Frame,Residential,3.0,2006.0,High_Code,D,No_Retrofit,0.384,0.436,0.114,NaN,100.0,NaN,100.0,Full_Recovery
B068,0,RC_Shear_Wall,Education,5.0,2001.0,Low_Code,C,No_Retrofit,0.519,0.59,0.104,3.7,52.1,3.1,2.7,Unsafe_Closed
B068,1,RC_Shear_Wall,Education,5.0,2001.0,Low_Code,C,No_Retrofit,0.519,0.59,0.104,4.8,56.8,0.0,NaN,Unsafe_Closed
B068,3,RC_Shear_Wall,Education,5.0,2001.0,Low_Code,C,No_Retrofit,NaN,0.59,0.104,8.5,63.0,0.0,2.4,Restricted_Access
B068,7,RC_Shear_Wall,Education,5.0,2001.0,Low_Code,C,No_Retrofit,0.519,0.59,NaN,36.2,68.6,5.0,0.0,Restricted_Access
B068,14,RC_Shear_Wall,NaN,5.0,2001.0,Low_Code,C,No_Retrofit,0.519,0.59,NaN,90.0,87.1,2.8,4.6,Reoccupancy
B068,30,RC_Shear_Wall,Education,NaN,2001.0,Low_Code,C,No_Retrofit,0.519,NaN,0.104,100.0,100.0,6.5,6.2,Reoccupancy
B068,60,RC_Shear_Wall,Education,5.0,2001.0,Low_Code,C,No_Retrofit,0.519,0.59,0.104,100.0,94.1,9.7,NaN,Reoccupancy
B068,90,RC_Shear_Wall,Education,5.0,2001.0,Low_Code,C,No_Retrofit,0.519,0.59,0.104,100.0,NaN,31.5,61.5,Functional_Recovery
B068,120,RC_Shear_Wall,Education,5.0,2001.0,Low_Code,C,No_Retrofit,NaN,0.59,0.104,98.2,93.4,50.8,NaN,Functional_Recovery
B068,180,RC_Shear_Wall,Education,5.0,2001.0,Low_Code,C,NaN,0.519,0.59,0.104,100.0,100.0,89.6,99.2,Functional_Recovery
B068,240,RC_Shear_Wall,Education,5.0,2001.0,Low_Code,C,No_Retrofit,0.519,0.59,NaN,98.5,97.4,100.0,100.0,Full_Recovery
B068,365,RC_Shear_Wall,Education,5.0,2001.0,Low_Code,C,No_Retrofit,0.519,0.59,0.104,99.8,99.8,100.0,100.0,Full_Recovery
B069,0,Unreinforced_Masonry,Residential,3.0,NaN,High_Code,E,Partial_Retrofit,0.313,0.413,0.143,3.3,42.6,1.1,1.7,Unsafe_Closed
B069,1,Unreinforced_Masonry,Residential,NaN,1954.0,High_Code,E,Partial_Retrofit,0.313,0.413,0.143,8.3,NaN,2.5,NaN,Unsafe_Closed
B069,3,Unreinforced_Masonry,Residential,3.0,1954.0,High_Code,E,Partial_Retrofit,0.313,NaN,0.143,9.4,51.3,2.4,3.3,Unsafe_Closed
B069,7,Unreinforced_Masonry,Residential,3.0,1954.0,High_Code,E,Partial_Retrofit,0.313,0.413,NaN,34.4,76.9,0.0,0.0,Restricted_Access
B069,14,Unreinforced_Masonry,Residential,3.0,1954.0,High_Code,NaN,Partial_Retrofit,0.313,0.413,0.143,87.8,84.4,3.4,4.8,Restricted_Access
B069,30,Unreinforced_Masonry,Residential,3.0,1954.0,High_Code,E,Partial_Retrofit,0.313,0.413,0.143,99.9,89.5,1.4,2.3,Reoccupancy
B069,60,Unreinforced_Masonry,Residential,3.0,1954.0,High_Code,E,Partial_Retrofit,0.313,0.413,0.143,100.0,92.4,8.3,24.8,Reoccupancy
B069,90,Unreinforced_Masonry,Residential,3.0,1954.0,High_Code,E,Partial_Retrofit,0.313,0.413,0.143,94.5,100.0,26.6,59.7,Reoccupancy
B069,120,Unreinforced_Masonry,Residential,3.0,1954.0,High_Code,E,Partial_Retrofit,0.313,NaN,0.143,100.0,92.8,55.2,84.1,Functional_Recovery
B069,180,NaN,Residential,3.0,1954.0,High_Code,E,Partial_Retrofit,0.313,0.413,0.143,100.0,94.2,94.1,97.6,Full_Recovery
B069,240,Unreinforced_Masonry,NaN,3.0,1954.0,High_Code,E,Partial_Retrofit,0.313,0.413,0.143,99.8,100.0,100.0,97.2,Full_Recovery
B069,365,Unreinforced_Masonry,Residential,3.0,1954.0,High_Code,E,NaN,0.313,0.413,0.143,100.0,100.0,100.0,99.3,Full_Recovery
B070,0,Steel_Moment_Frame,Residential,7.0,1993.0,Low_Code,NaN,No_Retrofit,0.107,0.125,0.0,3.0,65.6,4.6,2.3,Unsafe_Closed
B070,1,NaN,NaN,7.0,1993.0,Low_Code,C,No_Retrofit,0.107,0.125,0.0,5.4,78.6,6.8,2.4,Unsafe_Closed
B070,3,Steel_Moment_Frame,Residential,7.0,1993.0,Low_Code,C,No_Retrofit,0.107,0.125,0.0,36.5,87.0,4.1,0.0,Restricted_Access
B070,7,NaN,Residential,7.0,1993.0,Low_Code,C,No_Retrofit,0.107,0.125,0.0,NaN,90.3,4.2,0.0,Reoccupancy
B070,14,Steel_Moment_Frame,Residential,7.0,1993.0,Low_Code,C,No_Retrofit,0.107,NaN,0.0,100.0,93.5,6.9,22.9,Reoccupancy
B070,30,Steel_Moment_Frame,Residential,7.0,1993.0,Low_Code,C,No_Retrofit,0.107,0.125,0.0,99.5,99.3,14.2,66.9,Functional_Recovery
B070,60,Steel_Moment_Frame,Residential,7.0,1993.0,Low_Code,C,NaN,0.107,0.125,0.0,100.0,100.0,63.4,100.0,Functional_Recovery
B070,90,Steel_Moment_Frame,Residential,7.0,1993.0,Low_Code,C,No_Retrofit,0.107,0.125,0.0,100.0,100.0,99.4,98.9,Full_Recovery
B070,120,Steel_Moment_Frame,NaN,7.0,1993.0,Low_Code,C,No_Retrofit,0.107,0.125,0.0,100.0,96.8,100.0,100.0,Full_Recovery
